1 a 0 _ 0 _
0 _ 0 _ 0 _
2 e 0 _ 0 _
0 _ 0 _ 0 _
3 c 3 e 3 a
0 _ 0 _ 0 _
0 _ 0 _ 0 _
0 _ 0 _ 0 _

0 _ 0 _ 0 _
0 _ 0 _ 0 _
3 c 3 e 3 a
0 _ 0 _ 0 _
0 _ 0 _ 0 _
0 _ 0 _ 0 _
0 _ 0 _ 0 _
0 _ 0 _ 0 _

1 g 0 _ 0 _
0 _ 0 _ 0 _
2 d 0 _ 0 _
0 _ 0 _ 0 _
2 b 3 d 3 g
0 _ 0 _ 0 _
0 _ 0 _ 0 _
0 _ 0 _ 0 _

0 _ 0 _ 0 _
0 _ 0 _ 0 _
2 b 3 d 3 g
0 _ 0 _ 0 _
0 _ 0 _ 0 _
0 _ 0 _ 0 _
0 _ 0 _ 0 _
0 _ 0 _ 0 _

1 e 0 _ 0 _
0 _ 0 _ 0 _
2 e 0 _ 0 _
0 _ 0 _ 0 _
2 b 3 e 3 g
0 _ 0 _ 0 _
0 _ 0 _ 0 _
0 _ 0 _ 0 _

0 _ 0 _ 0 _
0 _ 0 _ 0 _
2 b 3 e 3 g
0 _ 0 _ 0 _
0 _ 0 _ 0 _
0 _ 0 _ 0 _
0 _ 0 _ 0 _
0 _ 0 _ 0 _

1 d 0 _ 0 _
0 _ 0 _ 0 _
1 a 0 _ 0 _
0 _ 0 _ 0 _
2 a 3 d 3 F
0 _ 0 _ 0 _
0 _ 0 _ 0 _
0 _ 0 _ 0 _

0 _ 0 _ 0 _
0 _ 0 _ 0 _
2 a 3 d 3 F
0 _ 0 _ 0 _
0 _ 0 _ 0 _
0 _ 0 _ 0 _
0 _ 0 _ 0 _
0 _ 0 _ 0 _

1 f 0 _ 0 _
0 _ 0 _ 0 _
2 c 0 _ 0 _
0 _ 0 _ 0 _
3 c 3 f 3 a
0 _ 0 _ 0 _
1 g 0 _ 0 _
0 _ 0 _ 0 _

2 d 0 _ 0 _
0 _ 0 _ 0 _
3 d 3 g 3 b
0 _ 0 _ 0 _
1 e 0 _ 0 _
0 _ 0 _ 0 _
1 b 0 _ 0 _
0 _ 0 _ 0 _

2 b 3 e 3 g
0 _ 0 _ 0 _
1 d 0 _ 0 _
0 _ 0 _ 0 _
1 a 0 _ 0 _
0 _ 0 _ 0 _
2 a 3 d 3 F
0 _ 0 _ 0 _

1 d 0 _ 0 _
0 _ 0 _ 0 _
2 a 3 d 3 F
0 _ 0 _ 0 _
1 d 0 _ 0 _
0 _ 0 _ 0 _
1 e 0 _ 0 _
0 _ 0 _ 0 _

1 f 0 _ 0 _
0 _ 0 _ 0 _
2 c 0 _ 0 _
0 _ 0 _ 0 _
3 c 3 f 3 a
0 _ 0 _ 0 _
1 g 0 _ 0 _
0 _ 0 _ 0 _

2 d 0 _ 0 _
0 _ 0 _ 0 _
3 d 3 g 3 b
0 _ 0 _ 0 _
1 e 0 _ 0 _
0 _ 0 _ 0 _
1 b 0 _ 0 _
0 _ 0 _ 0 _

2 b 3 e 3 g
0 _ 0 _ 0 _
1 d 0 _ 0 _
0 _ 0 _ 0 _
1 a 0 _ 0 _
0 _ 0 _ 0 _
2 a 3 d 3 F
0 _ 0 _ 0 _

1 f 0 _ 0 _
0 _ 0 _ 0 _
3 c 3 f 3 a
0 _ 0 _ 0 _
1 g 0 _ 0 _
0 _ 0 _ 0 _
3 d 3 g 3 b
0 _ 0 _ 0 _
